Unnamed: 0,text,sentiment,sentimento_previsto
628,"Integrantes do governo argumentam que as despesas com precatórios deverão sofrer um crescimento real (ou seja, acima da inflação) de 102% de 2018 a 2022, caso os valores apontados pelo Poder Judiciário sejam seguidos para o ano que vem. As despesas sairiam, em um intervalo de 12 anos, do patamar de 11% de todos os gastos discricionários do governo para 90%. Ou seja, sobraria pouca margem de manobra para os gestores alocarem recursos.",Negativo,NEGATIVE
629,Os parlamentares conseguiram reunir os 78 votos necessários para que a acusação que busca o impeachment do presidente do Chile avance ao Senado.,Negativo,NEGATIVE
630,"“Os estoques do setor automotivo estão em alta, as fabricantes interromperam a produção e deram férias aos trabalhadores a partir de meados de dezembro, então não é um cenário otimista de médio prazo”, disse Mearim.",Negativo,NEGATIVE
631,"A secretária executiva da Comissão Nacional de Implementação da Convenção-Quadro para o controle do Tabaco, Tânia Cavalcante, disse estranhar a ação da empresa neste momento, um ano depois que a regra entrou em vigor.",Negativo,NEGATIVE
632,"O Partido Socialista, no poder desde 2015, venceu as eleições legislativas de Portugal neste domingo (30) e garantiu um resultado considerado surpreendente.",Neutro,NEUTRAL
633,"Se o presidente Donald Trump fizer o que prometeu na campanha eleitoral e impuser uma tarifa de 45% sobre as importações chinesas, os preços nos Estados Unidos vão subir. Com isso, o poder de compra das famílias americanas vai diminuir, e as notas de crédito dos Estados Unidos cairão. Isso teria impactos negativos na China, porque reduziria a demanda por produtos.",Negativo,NEGATIVE
635,"Alcançar o mercado internacional é tarefa complicada para a maioria das pequenas empresas. Que dizer, então, de quem começa no exterior antes mesmo de vender no Brasil? Esse improvável caminho foi trilhado pela fabricante de equipamentos médicos Magnamed, de São Paulo. Entre a criação do negócio e o desenvolvimento dos primeiros produtos, passaram-se três anos.",Neutro,NEUTRAL
637,"Tatiana Albuquerque, sócia e executiva-chefe da Elike Social Commerce, estava tensa na manhã de terça-feira. ""Tenho um minuto para apresentar a minha empresa e ver quem se interessa"", disse. No dia seguinte, a aparência já era bem mais tranquila. ""Nunca pensei que o meu negócio poderia ser atraente para países distantes e com culturas tão diferentes quanto a Índia ou a Turquia. Estou impressionada com os resultados"", afirmou.",Positivo,POSITIVE
638,"O governo uruguaio autorizou o retorno de estrangeiros, incluindo brasileiros e outros vizinhos sul-americanos, a partir de 1º de setembro, mas somente para quem demonstre ser proprietário de terras e imóveis no país.",Neutro,NEUTRAL
639,"Os críticos argumentam que a empresa faz apenas arbitragem imobiliária, alugando um espaço, renovando-o e, então, sublocando-o a outros inquilinos; a empresa quase não possui propriedades, fazendo com que tenha poucos e preciosos ativos tangíveis. Suas projeções de crescimento soam para muitos como inatingíveis, e já houve decepções anteriores.",Negativo,NEGATIVE
640,"A aprovação da CVM é mais uma mostra do estágio avançado do Brasil em relação à adoção de criptoativos. Além dos ETFs de bitcoin e, agora, de ether, o país também tem um ETF que investe em uma cesta de criptomoedas, o HASH11, e uma série de fundos de investimento focados em ativos digitais. Mostra, também, uma aceitação dos principais órgãos reguladores nacionais pelo mercado de criptoativos.",Positivo,POSITIVE
641,Existe também a possibilidade de o Fed NY decidir retirar o status do MF Global de dealer primário.,Negativo,NEGATIVE
642,- Conta da Light sobe o dobro da inflação.,Negativo,NEGATIVE
646,"Segundo a presidente da Fiocruz, Nísia Trindade Lima, a meta é produzir mais 1 milhão de doses na segunda semana de fevereiro e a partir daí, estabelecer uma meta de 700 mil doses diárias do imunizante, que é fabricado em parceria com a Universidade de Oxford e a empresa AstraZeneca.",Positivo,POSITIVE
647,"Segundo o prefeito, a cidade tem desafios que não podem ser solucionados em um único mandato. Kassab disse ainda que, após entregar o cargo a seu sucessor, deve continuar na vida pública, sem, no entanto, dar mais detalhes.",Neutro,NEUTRAL
648,"A alta acompanha, em grande parte, a receita líquida da companhia, que cresceu de R$ 277,5 milhões para R$ 374,2 milhões, alta de 35%. A companhia viu seu número impulsionado, segundo o documento publicado na noite desta terça-feira (9), principalmente pelas aquisições realizadas no último ano – como, por exemplo, a da Lincros, anunciada recentemente.  De forma orgânica, a receita de mesmos clientes avançou R$ 3,9 milhões e a de novos clientes, R$ 15,8 milhões.",Positivo,POSITIVE
649,"A menos de dois meses da inauguração oficial de sua primeira fábrica, a Eldorado Brasil Celulose iniciou a fase de testes da caldeira de recuperação, parte fundamental de uma linha de produção de celulose. Com investimentos de R$ 6,2 bilhões, a unidade, instalada em Três Lagoas (MS), entra em operação em duas semanas e produzirá 1,5 milhão de toneladas por ano de celulose branqueada de eucalipto.",Positivo,POSITIVE
650,"São Paulo - A incorporadora Even fechou o terceiro trimestre de 2017 com um prejuízo líquido de R$ 25,6 milhões, o que representa um aumento do resultado negativo em relação ao mesmo período de 2016 que foi de R$ 12,505 milhões.",Negativo,NEGATIVE
651,"De olho no Brasil, Nuvem Shop capta investimento de R$ 24 milhões",Positivo,POSITIVE
653,"Karsten (CTKA3, R$ 2,20, +88,03%; CTKA4, R$ 1,17, +154,35%)Apenas entre os dias 21 e 25, Karsten viu suas ações subirem 114,58%. Na noite de 21 de julho, logo após a ação subir 60%, a companhia respondeu à CVM – que pediu esclarecimentos sobre a alta da ação – que estava em negociação com seus controladores para um aumento de capital de até 6 vezes seu valor de mercado e, tendo em vista a disparada repentina de suas ações, achou mais prudente abrir a informação aos investidores.",Positivo,POSITIVE
655,"PARIS – As ações do BNP Paribas, maior banco da França, e do Societe Generale inverteram o sinal ao longo do dia e encerraram em alta na bolsa de Paris após negarem que estejam apresentando dificuldade para obter recursos no mercado.",Positivo,POSITIVE
660,"Esse é um falso dilema – e põe falso nisso. Numa situação emergencial, claro que você precisa fazer isso (distribuir renda), mas ficar perpetuando (a alta de gastos) vai fazer a dívida crescer cada vez mais. Se isso acontecer, o País vai cair no precipício. E eu quero ver qualquer um se eleger num ambiente econômico caótico. Porque é o que vai acontecer se a gente não cuidar disso (dívida pública). É simples assim. Se a gente não fizer isso, o Brasil vai para o buraco.",Negativo,NEGATIVE
